吖 吩吟
迈 迓还远迂运
迓 还迈远迂运
迂 迓还干迈吁宇远运于
远 迓玩还完元迈园迂运
运 迓耘云芸还动迈远迂
海 霉洋每梅侮悔徉晦佯诲
洋 详群海样羊梅年鲜祥
邗 顸邛邢顼
邢 顸邛邗顼
邛 邳翱顸翩邢邗邶翘翔翅翠羽翻玛顼
顼 顸邛邢邗颈项
顸 邛邢邗顼
邯 郄却
郄 邯却
却 邯郄
韩 娉婧
婧 娉韩
寒 赛避寞窦塞蹇遮
罕 闵
闵 罕
喊 哞威减戚感咸哦嘁眸
眸 喊哞哦嘁
哦 喊哞嘁眸
嘁 眸哦喊
旱 囡田囝悍捍早
囝 旱囡田悍捍早
囡 旱田囝悍捍早
早 旱囡田囝悍捍
悍 旱囡囝捍早
颔 颀硕颌颐颁
颌 颀硕颔颐颁
瀹 瀚
行 肯何虏
何 衍俩虏行肯俪
杭 桩炕柱梳抗航
柱 位梳秃觅推维立堆桩往注杭准疒驻伉隹椎住主
沆 泣注
注 位柱秃觅推堆维立泣往沆准疒驻伉隹住主
薅 薮蕞
薮 薅蕞
蕞 薮薅
蚝 蚍蚯
蚍 庇蚯毗毖砒秕纰枇蚝妣
蚯 蚍蚝
嗥 睥嘬啤
啤 睥嘬嗥
睥 嘬嗥啤
嘬 睥嗥啤
豪 廉毫庶麽
廉 嫌毫赚庶豪兼歉谦麽
麽 廉毫庶豪
壕 壤蠹
嚎 嚷瞧噫噍
噍 嚷瞧噫嚎
瞧 嚷熏樵噫礁蕉憔嚎焦噍悉
嚷 镱攘瞧镰壤噫瓤镶囊嚎镳噍
噫 嚷瞧嚎噍
濠 滚蜜濂
好 恕怒努奴
奴 妈恕弩怒努妤妁好
胬 帑猾郗猢郝郁狗
浩 沽洁靠吉梏诰鹄渚桔结告皓
渚 沽洁吉浩桔结
结 沽洁桔右吉古杏浩渚旮绪
喝 偈褐遏揭昂渴蔼曷竭碣喟昴罚喁
喟 喝渴蔼喁
喁 喝渴蔼喟
渴 竭喟昴褐喝涡涓淠喁渭揭溻蜗昂蔼碣罚偈遏谒曷
喃 畸瞒嘞嗬唏嚆噶唠
拾 恰谷答哈塔给合含搭
给 恰拾谷答哈塔合含搭
恰 洽拾谷答哈塔给合含搭
肯 止衍俩址扯上企虏让衔行俪何
虏 衍俩衔行肯俪何
和 臬泉
泉 臬和
河 污沔沥
沥 力厅河励汀砺沔历边厉动污劫枥
沔 河汀沥污
竭 渴昴褐喝涓涡捐淠渭揭溻昂碣罚偈遏谒曷
褐 裼偈遏揭祸喝昂渴竭碣昴罚曷
揭 偈褐遏喝昂渴捐竭碣昴罚曷
碣 偈褐遏渭揭溻喝昂涓涡渴淠竭昴罚谒曷
偈 褐遏揭寓隅遇喝昂藕渴偶竭碣昴罚曷
阂 阒烫奖桨酱姿羡浆冥咨阕资
奖 浸阂蒋咨阒烫浆冥将淑羡酱桨泯浔姿阕资
冥 阒烫奖桨酱阗阂姿羡浆咨阕资
烫 阒奖桨酱阗阂姿羡浆冥咨阕资
资 阒烫奖桨酱阗次阂姿羡浆冥咨阕
壹 奎盔壶查盍
蓟 莺蓦翥荡募菏蓊药垮宾蒲莎勤滨
蓦 蒈蓍蓊垮暮莎摹慕幕菏药宾勤墓莺翥荡蓄蔷滨蕾蓉募蕃蓟蒲薯瞢
蒲 甫蓦蓊垮莎捕菏药宾勤哺铺圃莺翥荡敷滨埔匍募脯膊搏辅蓟
勤 蓦蓥蓊耋垮莎谌莹基董菏莶药宾封谨蓝墓萱莺翥荃荡堇埘幼谎滨募蓟幻蒲
蓊 莺蓦翥荡募菏药垮宾蓟蒲莎勤滨
盘 竖益釜盆盖羞差盒玺鱼
涸 汨洇洄洳洎汩泊泅泗湘涠溷泪
溷 涸洇洄洳洎湘涠
涠 涸汨洇洄洳洎汩泊泅泗湘溷泪
湘 涸枷洇架洄想洳洎相箱柏霜涠溷厢
翮 弼鹂鹬粥鄹鼐鹨
鹨 弼鹂翮鹬粥鄹鼐
鹬 弼鹂翮粥鄹鼐鹨
鄹 弼鹂翮鹬粥鼐鹨
赫 檬朦菸蒹蔗蒙猿蕤曚
蒹 檬朦赫菸蔗蒙猿蕤曚
蒙 檬朦赫菸蒹蔗猿蕤曚
蕤 檬朦赫菸蒹蔗蒙猿曚
蔗 檬朦赫菸蒹蒙猿蕤曚
裼 褐祸
罴 黯愚黔墨黑默恩黩黝
愚 黯黔墨黑默恩黩罴黝
默 黯愚黔墨黑恩黩罴黝
墨 黯愚黔黑默量恩置黩罴黝
黝 黯愚黔墨黑默恩黩罴
黩 椟读黑罴犊恩愚黯黔灵续墨卖黝默渎疋买
黯 愚黔墨黑默恩黩罴黝
黔 黯愚墨黑默恩黩罴黝
嗨 咩晦
晦 霉嗨每海梅侮咩悔徉佯诲惮
痕 峦瘃瘾瘀痃瘙疼痣瘛奕蛮恋
蛮 峦瘃瘾变瘀痃瘙迹疼痣瘛痕奕亦弈恋
痃 峦瘃瘀瘙疼痣痕奕蛮恋
痣 峦瘃瘾瘀痃瘙疼瘛痕奕蛮恋
很 限银偬艰像彖根跟橡象恨狠
彖 限银偬艰像根跟橡很象狠
象 限银偬艰像彖根跟橡很狠
偬 限银艰像彖根跟橡很象狠
银 限偬艰彖根锪跟很象恨狠
艰 限银偬彖根跟很象恨狠
根 限银偬艰彖跟很象狠
惚 恨
哼 哜唷嘀啼
哜 哼唷啼
唷 哼哜嘀啼
怔 恒怃惬怄悱
珩 珂
珂 珩
横 模椟棋蔌摸漠
衡 衙街儒衔
儒 衙需霄懦孺衡雳街衔濡霁
衙 衍俩衡街儒衔俪
蘅 薷蔺
薷 蒿幕蒂棼蓠蒡蔺葡蘅
藿 麓薤蔸兢薨獾藐蘼蔻蕹
麓 薤蔸兢薨獾藐蘼蔻藿蕹
宏 酿娘狼良
良 酿娘狼浪粮宏
派 泓胀张涨泛
咴 哄
讧 讵证让讴
讵 证诓让讴讧
讴 讵匹呕证躯怄枢伛欧妪区让殴抠讧巨岖诓沤驱鸥
让 止讵证址扯上企肯讴讧
侯 倏俱候
候 倏俱侯
俱 贸惧候倏贯飓臾侯真其具
倏 俱侯候
喉 瞑唤噢嗽暝
唤 奂夹殃映掼英央夷揿涣泱焕暝喉嗽掀换秧
暝 瞑唤喉噢嗽
嗽 瞑唤喉噢暝
猴 欷
欷 猴
瘊 瘐痰癞痪疾瘼痍癀
痪 瘐痰瘊疾瘼痍癀
癀 瘐痰瘊癞痪瘼痍癫
瘼 瘐痰瘊癞痪痍癫癀
痰 瘐瘊癞痪疾瘼痍癀
瘐 痰瘊癞痪疾瘼痍癀
适 括逅活逃逶指逝透遁遥遄浙话
逃 窕逅兆眺逶遁逝透遥桃佻适遄浙跳挑
鲎 瞠赏膛棠堂鲞党裳
堂 常瞠粪撑赏膛棠掌鲎鲞党裳
鲞 鲎堂
忽 瘾隐勿葱匆急仍您稳怨
急 瘾隐您稳惫忽怨
怨 瘾隐急您稳惫忽
嗵 眼哏唿喙
滹 潭淖溽滠
溽 洱潭滹淖滠
滠 洱潭滹淖溽
潭 滹淖溽滠
狐 瓜帐孤抓弧爪
帐 狐抓孤
孤 瓜帐抓弧狐爪
抓 限瓜爬帐孤弧狐层爪
弧 瓜孤张抓狐爪
张 胀引涨弧派
糊 瑚凋淘滑溯鸪都漏溺葫湖胡润糈蝴鸿涧涌
蝴 瑚凋淘滑溯鸪都漏溺葫湖胡润鸿糊涧螂蛹蜩涌
葫 溯湖瑚润蝴鸿糊萌漏凋溺淘滑荀涌涧
萌 苛苟荀葫
鄱 够鸲匐鹄鸹
猢 猾郗郝胬
瑚 凋淘滑溯漏溺弱葫鄄湖润蝴鸿糊涧琊鹉涌
鄄 琊瑚鹉弱
鹉 鄄琊瑚弱
煳 郯炯焖
焖 郯炯煳
鹕 鹊鹋
鹋 鹕鹊
鹊 若纫腊鹅昔苫错借茵苗莺苜惜措邬蜡岛莒猎茗鹋茴鸣鹤鸟约苕鹕者苦苔茜
螂 蜩蛹蝴
蜩 蛹螂蝴
蛹 蜩螂蝴
糈 糊
醪 醑酮醐碉酃硼
酃 醪醑酮醐碉硼
卢 虍步
虎 侄虔俳虚躯徘偃虐征虑
虐 侄虔俳虎虚躯徘排偃征虑
侄 丕亘至虑玉躯虔亚豆倒俳窒虚徘偃致巫虎虐到正征
虚 侄虔俳虎躯徘排偃虐征虑
虑 侄虔俳虎虚躯徘偃虐征
互 王狂班瑟五枉琴斑
王 狂班瑟互五枉琴斑
五 王狂班瑟互枉琴斑
户 庐驴房妒礻炉
礻 庐驴户房妒炉
炉 庐驴户房妒礻护
妒 庐驴户房礻炉
驴 庐户房妒礻炉
冱 江沤沅汪汇
汇 江沤沅汪冱
江 沤沅汪汇冱
沤 匹呕汪汇躯怄沅枢冱伛欧妪区殴抠讴巨岖江驱鸥
汪 拙呃眍江旺沤呒沅呸茁哑呕汇冱哐咂
沅 江沤汪汇冱
沪 沁泌
泌 沪沁
沁 沪泌
宪 宽雇淹窄扈完碗蜿洗腕寇婉惋洼扉宛选泄冼
鹱 鲮
鲮 鹱
铍 铧锛
桦 菽棱
棱 桦菽
菽 桦棱
淮 窕漉澶流潼滩濉潍准
流 窕谎慌滩荒准淮
窕 兆窘漉桃眺逃澶潼佻濉窈滩准淮流挑穴穷潍跳空
准 位瘫柱撞秃擅推觅维堆往注滩淮窕驻流摊伉隹住难
獾 麓薤蔸兢薨藿蘼蔻藐蕹
蘼 麓薤薨獾藿藐蕹
洹 湮涯溉
框 狂沐筐眶桠柜桎柩桓栖枢枉木林村柄材
桠 狂筐眶框柜桎柩桓枢枉
桎 狂筐眶桠框柜柩桓枢枉
锾 铤锊
寰 谯褰
褰 骞搴赛谯寰蹇
谯 寰褰
缳 鳃
鳃 缳
缓 援绶授捋暖绥
绶 缓绥
绥 缓绶
幼 坳勾幻窈谨谎勤谌拗
贤 负奂炙涣换焕灸
炙 负贤奂涣换焕灸
焕 贤奂夹唤殃炙映掼英央夷揿涣泱灸负掀换秧
涣 负贤奂夹英央唤殃炙夷映换泱秧焕灸
宦 稚催难窀推唯谁雕摧雅维崔雏璀
谁 稚催难窀推唯雕摧雅宦维崔雏璀
窀 稚催难推唯谁雕摧雅宦维崔雏璀
央 奂夹唤殃映侠峡荚掼英颊挟夷揿涣泱焕狭掀换秧
浣 渲
惠 患焘
焘 患惠
疾 瘐痰瘊痪痍
痍 瘐痰瘊痪疾瘼癀
肓 帝朋跻冈音吝言育月脊挤背济序亩彦市膊脯齐剂盲
齐 肓柿市挤跻济剂序闹育
序 肓彦帝市挤齐跻济剂育
慌 莞谎茬荏梵流荒荛菀莅茌苑莸茺萑
皇 细
细 皇
荚 斯葵夹焚暮摹侠峡期慕葜欺模贳莫幕旗英颊膜蒉墓赵荧央挟夷楚萸荑黄芙芡狭其摸荬萁漠寞
荬 斯葵焚暮摹期荚慕葜欺模贳莫幕旗英膜蒉墓赵荧楚萸荑黄芙芡其摸萁漠寞
贳 斯葵焚暮摹期荚慕葜欺模莫幕旗英膜蒉墓赵荧楚萸荑黄芙芡其摸荬萁漠寞
荑 斯葵焚暮摹期荚慕葜欺模贳莫幕旗英膜蒉墓赵荧楚萸黄芙芡其摸荬萁漠寞
荧 斯葵焚暮摹期荚慕葜欺模贳莫幕旗英膜蒉墓赵楚萸荑黄芙芡其摸荬萁漠寞
赵 斯葵焚暮摹期荚慕葜欺模贳莫幕旗英膜蒉墓荧楚萸荑黄芙芡其摸荬萁漠寞
腽 腥胆隗隍陧
腥 腽胆隗隍陧
徨 傀貌藐貔俚
傀 侃徨貌俚
貌 傀徨藐貔
湟 涅混绳龟湿渑温蝇
渑 涅混绳湟龟湿温蝇
涅 混绳湟龟湿渑温蝇
湿 涅昱混绳湟龟国星渑罡显温蝇
温 涅混绳湟龟湿渑蝇
惶 悒愠愧悝惺
悝 悒愠愧惺惶
愧 悒槐鬼魄愠瑰魂魔悝惺惶魏魁
惺 悒愠愧悝惶
悒 愠愧悝惺惶
愠 悒愧悝惺惶
煌 煜
煜 煌
蝗 蝇
蝇 涅混蝗湟绳龟绲湿渑温
蟥 蜞蟆
蟆 蜞蟥
蜞 蟆蟥
簧 篑箦箕
箕 篑簧箦
篑 箦簧箕匮愦溃聩馈
箦 篑簧箕
鳇 鲤鲲
鲲 鳇鲤
鲤 鳇鲲
幌 猩狸
猩 幌狸
灰 恢走碳陡起趋越趟诙超卖徒炭趣
走 恢碳续陡读灰起贲趋越趟诙超卖徒炭趣
诙 恢走碳灰炭
恢 走碳灰诙炭
碳 恢走灰诙炭
炭 恢走碳赀灰诙赁
挥 拇择净辉晖睁军车洚泽浑挣阈晕
拇 择净姆挥母挣睁
择 拇诤驿净泽挥绎诨挣睁译
挣 拇择净诤静狰峥挥争筝铮睁
晖 净车睁辉军泽洚浑挥阈晕
睁 拇择净晖挣挥
徽 儆微敫徼傲徵
徼 儆徽微做敫傲徵
徵 儆徽微做敫徼傲
隳 慰
慰 尉隳熨蔚
回 铝宫吕
吕 回铝宫
苗 若营腊堵鹊猫昔煮狠苫错赌都借茵菖菩苜惜储措猪著署菌蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄苕者苦苔茜
苜 若营腊堵鹊猫昔煮狠苫错赌都借茵苗菖菩惜储措猪著署菌蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄苕者苦苔茜
若 营腊堵鹊猫昔煮狠苫错赌都借茵苗菖菩苜惜储措诺著猪署菌诰蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄苕者苦苔茜
苫 若营腊堵鹊猫昔煮狠错赌都借茵苗菖菩苜惜储措猪著署菌蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄苕者苦苔茜
苔 怡若营腊堵鹊猫昔煮狠台苫冶治错赌都借始茵苗菖菩苜惜储措猪著署菌蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄苕者苦茜抬胎
苕 若营腊堵鹊猫昔煮狠苫错赌都借茵苗菖菩苜惜储措猪著署菌蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄者苦苔茜
昔 若营腊堵鹊猫煮狠苫错赌都借茵苗菖菩苜惜储措猪著署菌蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄苕者苦苔茜
者 若营腊堵鹊猫昔煮狠苫错赌都借茵苗菖菩苜惜储措猪著署菌蜡狼躇菪诸莒猎绪茗茴描耆暑睹瞄苕苦苔茜
诲 详霉每海梅侮悔晦徉佯惮
哕 晰喘哳昕听
昕 忻哕哳沂坎听斫
浍 淤淞凇冷泠滋
泠 淤浍淞铃凇冷怜领
凇 淤浍淞泠滋
淞 淤浍凇泠滋
淤 浍淞凇泠滋
详 洋群样羊梅翔年鲜诲祥禅
恚 悫
悫 恚
咩 嗨晦
缋 绩
绩 缋
懋 燕幕蒸蕊葸葱蕙蕉暮惹煮蒽墓薏慕薰
薰 燕幕蒸蕊葸葱懋蕙蕉暮惹煮蒽墓薏慕
浑 净车辉晖军泽洚挥阈晕
洚 净辉晖泽浑挥阈
净 峥阈拇辉洚狰筝铮泽浑诤睁挣择静晖争挥
阈 净辉晖泽洚浑挥
泽 净诤辉晖择驿洚浑绎诨挥阈译
辉 净车晖军泽洚浑挥阈晕
诨 择驿泽绎诤译
译 择驿泽绎诨诤
诤 择驿净静泽挣狰峥争绎筝铮诨译
锪 银
活 括锱指乱淄适辎话缁舌刮
淄 锱活辎缁
灬 心
心 灬
霍 霓
霓 霍
蠖 蟒
蟒 蠖
丌 万
万 丌
肌 甩尻凯几用肥尼兕饥机讥包屁色陉夙尾阻屉屺
机 枧杞饥杷屺讥包枫肌色
讥 凯几饥机屺包肌色
圾 级乃及汲吸极坍
坍 圾
芨 芽帔苻
乩 乱
尻 尼陉甩夙兕阻用尾屁肌
尼 陉甩夙兕尻阻用尾屁肌
甩 尼陉拥夙邪兕尻阴阻用网尾佣屁肌同
夙 尼陉甩兕尻阻用屉尾肥屁肌
剞 暂皙
皙 暂剞
暂 斩剞崭渐皙
姬 娅
娅 姬
赍 慎爽填贲真镇
缉 戢辑楫缦
缦 缉
跻 肓蜀窍市挤脐蹄济剂序齐
蜀 跻蹄
鹰 齑廖膏赝腐裔廓膺
仟 低岌
级 刀杈权汲圾扔及乃仍吸极奶
吸 级刀杈权汲圾扔及乃仍极奶叹
颇 卵傍既榜邸帧膀磅即须
须 傍虞颅即页卵既贡颓邸顺倾烦领榜磅顽徙频颇膀侦灭
亟 盈翌孟
孟 盐翌圣亟监盆盒猛且盈皿盂
盈 亟翌孟
稳 瘾隐急您忽怨
隐 瘾急腿展碾您稳辗忽怨
殛 翟
翟 殛
蒺 填
填 赍慎爽蒺贲真镇
藉 槠籍葙樯误楮娱
樯 槠葙藉楮
己 记妃纪已
已 己记妃纪
纪 己记妃组已纽经
脊 肓朋膊脯褙背月黹育冈瘠
掎 畸挎拷捞漪绮崎倚犄旖拗
拷 烤挎考捞芎老掎铐拗
挎 跨污拷捞夸垮掎胯拗
捞 挎拷劳掎涝拗妫
纽 径组纪劲丑绝钮泾扭茎经
技 持肢爻支枝披友岐歧鼓
忌 忍
忍 忌刃仞
妓 苒
苒 妓
济 肓窍市挤脐跻齐剂序湾
窍 骞漓滂挤滴脐跻湾济
挤 肓窍市脐跻齐济剂序
脐 窍挤跻济
觊 彘龃龅
继 眯迷米绻断
绻 继
偶 偈寓隅遇藕
紧 粲祭
翥 蓦募菏蓊宾蓟蒲勤滨
霁 需霄懦孺雳鬲儒濡
霄 扃懦孺宥扇捎濡硝需寓梢尚宵肖消窝甯霁销扁雳儒稍券哨悄
需 霄懦孺雳鬲儒濡霁
髻 髫
髫 髻
佬 佐佳挂先桂
佐 他佳挂先桂仕佬
迦 迫
迫 迦
珈 珀
挟 待持夹捷狭诗央颊揍试夷侍拭睫侠峡荚
捷 待持狭诗挟揍拭侍睫试
狭 待帙持夹捷诗挟央颊夷侍侠峡荚帻
泱 渍奂夹英凑央唤浃殃夷映涣换秧焕
痂 痼瘩痦痞痴
稼 嫁家宸
嫁 稼家宸
夹 奂唤殃映侠峡荚英颊央挟夷泱涣焕狭换秧
夷 奂夹唤殃映侠峡荚英颊央挟泱涣焕狭换秧
峡 夹狭央挟颊夷侠荚
侠 夹狭央挟颊夷佚峡荚
颊 夹狭央挟夷侠峡荚
铗 铁缺缸
缺 铁快决铗块诀缸
铁 缺铗缸
袷 俗裕浴欲
假 霞啜逢逯遛通遐槛侵嗖瑕寝监瞍殷暇嘤逸
侵 寝监殷假槛
殷 寝监假槛侵
戋 扑补朴
扑 仆赴朴补戋卜
尖 兴
兴 尖
奸 迁阪斥阡妍歼
妍 奸
坚 鲸竖血鳅鲜鱼鳍鲇
血 鱼竖坚
鱼 鲸竖血鳅坚玺盘鲜鳍鲇
竖 鲸血鳅坚玺盘鲜鱼鳍鲇
间 问
问 闷间姿闻阌
笋 笺箪筝筻
湔 渝涕
渝 湔涕
搛 捻
捻 搛
菸 檬朦赫蒙蔗蒹猿蕤曚
剪 前俞瑜煎输养斧愉偷慈禽榆愈喻
田 旱囡囝早
拣 炼练冻抹
抹 炼味耒练末未拣
练 炼冻抹拣
炼 练冻抹拣
茧 蒎萤蒗
萤 蒎茧蒗
柬 泰隶素束秦来
隶 泰耒柬素束秦来
秦 泰隶柬素
素 泰隶柬秦
泰 隶柬素秦
俭 坌览验检金企险捡脸全签佥
览 俭
笕 箢笮筅
筅 箢篪笮笕簏篼
笮 箢笕筅
栏 拖炸榄烂枪拴仝柞企兰抢抡栓全拦检槎炝
柞 栏检榄枪栓槎
减 喊浅威戚残感咸溅贱渖
溅 浅减残钱饯践贱线栈渖
渖 浅减残溅贱
禽 前剪俞养
砼 磋硷酢碰砟
砟 磋砼硷酢碰
唑 嗌嗟睑昨咋
裥 鹇幂
幂 鹇裥
鹇 裥幂
谫 谕
谕 谫
戬 碱硪
碱 戬硪
硪 戬碱
蹇 骞褰搴赛寞塞寒窦
謇 窖窨窘窗富
观 砚风见凤现觉视
现 砚风祖见祀凤献觉视观虱冠
贱 笺贼浅减钱残饯溅践线戥栈渖
贼 贱
线 笺浅钱残饯溅践贱戥栈绒
残 笺浅减钱溅践贱线戥渖
浅 笺减钱残饯溅践贱线戥栈渖
键 坌毽盆钱建差金铜腱链铸针佥健
铸 涛畴寿键踌筹俦凄祷健
僭 谮貊
貊 僭
将 奖溲泯浔浸溆淑蒋浆没
浸 将奖溲泯浔溆淑蒋浆
泯 将奖眠汊浔浸汲岷民淑蒋浆没
淑 将奖叔溲泯督浔浸溆蒋浆椒
浔 将奖溲泯浸溆淑蒋浆没
浆 将奖桨烫酱泯浔浸阑阂淑蒋斓冥澜粢资
桨 烫酱奖阑阂斓浆冥澜粢资
阑 桨斓浆澜粢
粢 桨阑斓浆澜
绛 绎
绎 择驿泽绛诨诤译
艽 芜她芤
她 茏茕芜艽芤
交 辞妄辩避狡卒妾辫辟郊辛饺皎咬跤绞变姣效佼校辣瓣宰胶享辨
妄 辞辩避狡卒妾辫辟郊辛饺皎咬跤绞变姣效交佼校辣瓣宰胶享辨
郊 绞辛饺妄胶皎狡效咬姣跤佼交校蛟
绞 吹炊郊辛饺妄胶皎狡效咬姣跤佼交校蛟
佼 绞郊辛饺妄胶皎狡效咬姣跤交校
蛟 绞蚊郊跤
蚊 蛟
焦 熏瞧樵礁蕉憔悉
悉 熏瞧樵礁蕉憔焦
熏 瞧樵礁蕉憔焦悉
憔 熏瞧樵礁蕉焦悉
醮 磙礁
挢 拶
拶 挢
铰 锌镀
教 姘
姘 教
楷 谐揩锴偕砦喈崮甾岩刮皆
谐 揩锴偕砦楷喈崮甾岩刮皆
接 掖
掖 接
捐 竭揭
街 衙衍俩衡儒衔俪
衔 衙衍俩衡街儒虏肯俪
孑 子孓
孓 子孑
子 孑孓
节 艿
艿 节
讦 讶评
讶 讦评呀牙雅芽
劫 仙力茚励砺历边动厉茆怯沥枥讪
茆 茚劫
茚 茆劫
杰 态志
态 志杰
志 态杰
绪 若堵昔煮苫赌都茵苗苜储猪署躇诸莒茗茴暑睹苕者苦苔茜结
桀 种
种 桀
揍 捷挟拭睫试
睫 啧捷挟咦揍拭映试
试 捷挟揍式拭睫轼
婕 姨
姨 婕
啧 映咦睫
姐 妃妞妮
妮 姐妃妞
阶 介价分
戒 戎
戎 戒戌戍成戊
届 眉据屠倨剧胳锯居踞
居 眉据屠倨剧胳锯踞捃届
圃 甫啦唯禺胃捕畀匐睢铺哺雎囿易埔圊匍脯辅蒲界
圊 圃胃囿畀禺易界
骱 腧
腧 骱
链 坌达盆钱过差莲金键铜连针佥
针 坌十盆钱差什金叶键铜链汁计佥
矜 畛殄殇
殇 畛殄矜
殄 畛矜殇
棉 楞锷铞帛椤绵锅锦榻锣锡
绵 棉锷铞甥帛绢锅锦锣锡
帛 棉锷铞绵锅锦锣锡
槿 椹植楂榷
榷 椹植栳楂桂槿
椹 堪斟植栳湛甚楂勘榷耄巷苞桂槿戡
楂 椹植栳榷桂槿
荩 苓莲
莲 达过连链苓荩
苓 荩莲
晋 面缅湎腼矿
面 吾吞腼缅湎晋酉矿否
溲 将浔浸溆淑
溆 将溲浔浸淑
靳 鞒
鞒 靳
缙 鲇缅
缅 面缙湎晋腼矿鲇
鲇 鲸竖鳅坚缙缅鲜鱼鳍
噤 嗦嗉啉嘹喋
嘹 了嗦噤嗉潦镣燎撩啉缭瞭喋
京 掠晾亲惊栾凉紊景谅
亲 掠晾惊栾凉紊景京谅
凉 掠晾亲惊景京谅
谅 掠晾亲惊凉景京
晾 掠嘛亲惊凉景京谅
景 掠摞晾影亲惊罘骡凉累螺京谅
惊 掠晾亲凉景京谅
掠 晾亲惊凉景京谅
经 径徂组佩劲纪衄绝纽颈泾茎
绝 径组劲衄纽泾茎经
劲 径组绝纽颈泾茎经
旌 旄施旎旒
旒 旄施旎旌
旄 施旎旌旒
旎 旄施旌旒
施 旄弛驰也旎旌旒
睛 肃静啸情精靛胄晴清猜靓倩青请
晴 肃静啸情精靛胄清猜靓倩青睛请
啸 晴睛
肼 肿胂
胂 肿肼
肿 胂肼
颈 径劲项经茎顼
项 颈顼
影 景累
镜 庵毓雍铳座亮鹿境竟竞锥麂
境 庵镜雍座亮鹿竟竞麂
獍 幢
幢 獍童撞憧銮
毓 铳镜锥
炯 郯煳焖
郯 炯煳焖
纠 丝
丝 纠
鸠 弩鸩
弩 鸩妈怒奴努妤妁鸠
穷 窕突究窘穴宠窈空
酒 湎西石配酿百醉酉矿吞酥洒晒沾吾浯酬否
湎 面浯洒缅晋腼矿酒
洒 砖栖湎西石牾百酉吞帖哂晒牺沾酒吾浯贴否
浯 洒晒湎沾酒
咎 畚昝
厘 陋雁朊胚腓厩肛
胚 陋雁朊厘腓厩肛
舅 鹦
鹦 樱婴椴舅
狍 狙帆狃
据 眉倨剧锯居踞捃届
剧 眉据倨锯居踞捃届
踞 眉据倨剧锯居路捃届
驹 邱
邱 驹
琚 珞
珞 琚
榴 楣椐留檐溜瘤遛橹格
楣 椐檐榴橹格
雎 啦圃骓捕匍脯匐唯铺睢哺
骓 雎
褶 裾裙袼
鞠 掬菊鞫
鞫 掬菊鞠
菊 椅椭栉栲掬楠莉枘菥薪鞠鞫
栲 椅椭栉楠莉枘菥菊
莉 椅椭栉栲楠枘菥菊
楠 椅椭栉栲莉菥藕薪菊
椭 椅栉栲楠莉菥薪菊
菥 椅椭栉栲楠莉枘薪菊
椅 椭畸骑奇栉栲楠莉寄菥绮崎倚薪菊
栉 椅椭栲楠莉枘菥菊
橘 鹩椰榍棚榈桶榔桷
鹩 橘椰棚榈榔榍
榈 桷鹩橘椰枸鸫栩柳棚梆郴桐桶榔榍
榍 桷鹩橘椰鸫栩棚梆郴榈桐桶榔
昵 咀咆晚睨喔吧呢
举 誊喾眷拳掌誉
拳 撑举攀掌
巨 匹呕躯怄枢距伛柜趾欧妪区拒殴矩抠讴岖炬沤驱鸥
匹 呕躯怄枢距伛柜欧妪区拒殴矩抠讴巨岖炬沤驱鸥
区 匹呕躯怄枢距伛柜欧妪拒殴矩抠讴巨岖炬沤驱鸥
距 巨炬匹柜趾区拒矩
证 讵丕诳政亘至玉亚让焉惩讴讧诓歪症诬正征
捃 据剧踞居
趾 止巨炬址拒耻距
镏 镅铭锍锯镥铬
镅 铭锍锯镥铅镏铬
聚 豫
豫 聚
涓 渭溻蜗涡渴竭碣淠谒
淠 渭溻蜗涓涡渴竭碣谒
渭 溻蜗涓涡渴竭碣淠谒
娟 娲
锩 镗
镗 锩
倦 誊卷眷僵蜷觥疆券傥誉
蜷 誊倦卷眷螳僵疆券傥誉
眷 誊喾举倦卷蜷券傥誉省
卷 誊倦眷蜷券傥誉
券 霄倦倘蜷捎硝誊梢卷尚傥肖消淌誉销眷趟稍躺哨悄
誉 誊喾举倦卷眷蜷券傥省
誊 喾举倦卷眷蜷券傥誉省
狷 猡猬
猡 猬狷
猬 谔谓猡狷谒
棠 尜常瞠粪撑赏膛堂掌桊鲎党裳泶
绢 甥绵
甥 绢绵
弱 鄄琊瑚鹉
琊 鄄瑚鹉弱
喾 誊举眷誉省
省 雀誊喾眷党觉誉
撅 撷
撷 撅
衄 绝经组
掐 馅陷掘
崛 馅
馅 陷掘崛掐
觖 债
债 觖
橛 颀顾厥獗
獗 颀顾厥颟橛
谲 戮谬戳缪谰
谰 戮谬戳缪谲
谬 戮戳缪谲谰
颟 獗
爵 嶂
嶂 爵
筠 笃筇
麇 麋鹿廪糜縻麂
廪 麇麋鹿糜縻麂
糜 麇麾床康麋鹿廪庥摩磨靡蘑麻魔縻麂
縻 麇麋鹿廪糜麂
麋 麇鹿廪糜縻麂
咖 啪咱咽
咽 烟咖胭吴因啪困咱员只囚足
咱 啪咖咽
喀 眙
眙 喀
胩 豚蜃
